City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
Blacksburg,70.0,Jim Epp,Small Business,0.1,1,2015-10-01,20579,Medium,16,0.57,Technology,Small Box,Lx 677,Telephones And Communication,-26.246,South,2857,1434.086,2015-10-04,Regular Air,8.99,Virginia,110.99,24060
Southfield,70.0,Lela Donovan,Corporate,0.04,1,2015-10-02,4261,Critical,22,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",Appliances,-521.42,Central,618,1556.87,2015-10-03,Delivery Truck,60.0,Michigan,68.81,48034
Hacienda Heights,70.0,Cyra Reiten,Consumer,0.05,1,2015-10-02,25476,Not Specified,4,0.37,Technology,Large Box,Canon Imageclass 2200 Advanced Copier,Copiers And Fax,-9078.94,West,3575,13698.96,2015-10-03,Regular Air,24.49,California,3499.99,91745
Helena,70.0,Adam Bellavance,Small Business,0.02,1,2015-10-02,18596,Low,42,0.71,Furniture,Jumbo Drum,Office Star Flex Back Scooter Chair With White Frame,Chairs & Chairmats,126.31,West,2578,4917.69,2015-10-04,Delivery Truck,30.0,Montana,110.98,59601
Southgate,70.0,Lela Donovan,Corporate,0.04,1,2015-10-02,4261,Critical,32,0.52,Office Supplies,Large Box,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,Appliances,2848.17,Central,620,9235.97,2015-10-04,Regular Air,24.49,Michigan,300.65,48195
Southfield,70.0,Lela Donovan,Corporate,0.08,1,2015-10-02,4261,Critical,33,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-71.47,Central,619,195.98,2015-10-04,Regular Air,5.35,Michigan,5.98,48034
Southgate,70.0,Lela Donovan,Corporate,0.04,1,2015-10-02,4261,Critical,48,0.36,Office Supplies,Small Box,Xerox 1950,Paper,-94.82,Central,621,274.38,2015-10-04,Regular Air,5.37,Michigan,5.78,48195
Helena,70.0,Adam Bellavance,Small Business,0.01,1,2015-10-02,18596,Low,32,0.38,Office Supplies,Small Box,Avery 485,Labels,223.38,West,2579,416.8,2015-10-04,Regular Air,0.5,Montana,12.53,59601
Hacienda Heights,70.0,Cyra Reiten,Consumer,0.09,1,2015-10-02,25476,Not Specified,21,0.43,Technology,Small Pack,Imation Dvd-Ram Discs,Computer Peripherals,138.1,West,3574,676.69,2015-10-04,Regular Air,1.99,California,35.41,91745
Pittsburgh,70.0,Rob Haberlin,Corporate,0.04,1,2015-10-03,31266,High,16,0.56,Technology,Jumbo Box,Okidata Ml320 Series Turbo Dot Matrix Printers,Office Machines,1197.05,East,4389,6573.75,2015-10-04,Delivery Truck,12.06,Pennsylvania,399.98,15122
Rutland,70.0,Chris Cortes,Consumer,0.05,1,2015-10-03,46534,High,13,0.52,Technology,Small Box,At&T 2230 Dual Handset Phone With Caller Id/Call Waiting,Office Machines,5.55,East,6546,1341.31,2015-10-05,Regular Air,19.99,Vermont,99.99,5701
Wallingford,70.0,Dan Campbell,Small Business,0.0,1,2015-10-04,44000,Not Specified,15,0.36,Office Supplies,Small Box,Staples Colored Interoffice Envelopes,Envelopes,-19.1,East,6211,502.8,2015-10-04,Regular Air,19.51,Connecticut,30.98,6492
Augusta,70.0,Dan Campbell,Small Business,0.05,1,2015-10-04,44000,Not Specified,18,0.4,Office Supplies,Small Box,Xerox 1927,Paper,-75.31,East,6208,85.03,2015-10-04,Regular Air,6.72,Maine,4.28,4330
Hemet,70.0,Dan Campbell,Small Business,0.06,1,2015-10-04,44000,Not Specified,17,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders And Binder Accessories,-51.3015,West,6209,119.51,2015-10-04,Regular Air,6.05,California,7.1,92544
Hemet,70.0,Dan Campbell,Small Business,0.05,1,2015-10-04,44000,Not Specified,19,0.54,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,89.95,West,6210,332.38,2015-10-05,Regular Air,5.03,California,17.78,92544
Colonial Heights,70.0,Anemone Ratner,Small Business,0.07,1,2015-10-04,15651,Critical,8,0.71,Furniture,Jumbo Box,Bevis Round Conference Room Tables And Bases,Tables,-329.72,South,2175,1496.83,2015-10-06,Delivery Truck,56.2,Virginia,179.29,23834
Plymouth,70.0,Theone Pippenger,Corporate,0.07,1,2015-10-04,51333,Not Specified,25,0.4,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-117.86,Central,7196,237.36,2015-10-06,Regular Air,9.86,Minnesota,9.06,55441
Reading,70.0,Max Jones,Home Office,0.03,1,2015-10-04,5697,Critical,31,0.59,Office Supplies,Small Box,X-Rack™ File For Hanging Folders,Storage & Organization,-13.32,East,794,371.68,2015-10-06,Regular Air,5.03,Pennsylvania,11.29,19601
Colonial Heights,70.0,Anemone Ratner,Small Business,0.05,1,2015-10-04,15651,Critical,14,0.83,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,-448.6,South,2174,1144.35,2015-10-06,Regular Air,35.0,Virginia,80.98,23834
Plymouth,70.0,Theone Pippenger,Corporate,0.1,1,2015-10-04,51333,Not Specified,30,0.37,Technology,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,Office Machines,-9.4482,Central,7195,2219.79,2015-10-06,Delivery Truck,33.6,Minnesota,80.97,55441
Colonial Heights,70.0,Anemone Ratner,Small Business,0.1,1,2015-10-04,15651,Critical,40,0.57,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,549.45,South,2173,2182.91,2015-10-07,Express Air,3.5,Virginia,60.22,23834
Kearns,70.0,Larry Tron,Home Office,0.04,1,2015-10-04,50849,Low,47,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-249.27,West,7127,307.37,2015-10-09,Express Air,9.17,Utah,6.48,84118
Marysville,70.0,Tony Sayre,Small Business,0.02,1,2015-10-05,3655,Critical,3,0.37,Office Supplies,Small Box,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",Binders And Binder Accessories,-30.7395,West,544,62.54,2015-10-05,Regular Air,13.18,Washington,15.99,98270
Daytona Beach,70.0,Jack Garza,Corporate,0.09,1,2015-10-05,55623,Critical,47,0.68,Furniture,Jumbo Box,Hon Rectangular Conference Tables,Tables,1094.57,South,7772,10348.73,2015-10-06,Delivery Truck,32.48,Florida,227.55,32114
Ankeny,70.0,Julie Creighton,Corporate,0.07,1,2015-10-05,38336,Critical,14,0.35,Office Supplies,Small Box,Wilson Jones Dubllock® D-Ring Binders,Binders And Binder Accessories,2.822,Central,5389,91.75,2015-10-06,Regular Air,2.99,Iowa,6.75,50021
Bettendorf,70.0,Julie Creighton,Corporate,0.0,1,2015-10-05,38336,Critical,31,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,-116.45,Central,5390,346.57,2015-10-06,Regular Air,6.5,Iowa,10.97,52722
Marysville,70.0,Tony Sayre,Small Business,0.0,1,2015-10-05,3655,Critical,24,0.58,Technology,Small Box,Timeport L7089,Telephones And Communication,600.417,West,545,2750.107,2015-10-06,Regular Air,7.69,Washington,125.99,98270
North Miami Beach,70.0,Ryan Crowe,Small Business,0.06,1,2015-10-05,29991,Low,41,0.37,Office Supplies,Small Box,Self-Adhesive Removable Labels,Labels,48.93,South,4222,123.11,2015-10-07,Regular Air,0.49,Florida,3.15,33160
Streamwood,70.0,Alan Barnes,Corporate,0.09,1,2015-10-06,33444,Medium,11,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-17.68,Central,4691,30.51,2015-10-07,Regular Air,2.4,Illinois,2.6,60107
Sulphur Springs,70.0,David Philippe,Consumer,0.01,1,2015-10-06,42848,Not Specified,50,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 X 5-3/4",Paper,-56.51,Central,6042,387.79,2015-10-08,Regular Air,5.83,Texas,7.64,75482
Novi,70.0,Shahid Shariari,Corporate,0.04,1,2015-10-06,4067,High,16,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders And Binder Accessories,-42.458,Central,594,118.38,2015-10-08,Regular Air,6.05,Michigan,7.1,48375
Streamwood,70.0,Alan Barnes,Corporate,0.07,1,2015-10-06,33444,Medium,8,0.57,Office Supplies,Small Box,Pizazz® Global Quick File™,Storage & Organization,-30.48,Central,4692,127.8,2015-10-08,Regular Air,7.51,Illinois,14.97,60107
Sunnyvale,70.0,Giulietta Dortch,Small Business,0.07,1,2015-10-06,16709,High,3,0.37,Office Supplies,Small Box,Xerox 1994,Paper,-13.01,West,2319,24.36,2015-10-08,Regular Air,5.74,California,6.48,94086
Statesboro,70.0,Neoma Murray,Small Business,0.1,1,2015-10-06,50818,Medium,34,0.56,Technology,Small Box,Timeportp7382,Telephones And Communication,1111.257,South,7123,5518.5315,2015-10-08,Regular Air,8.99,Georgia,205.99,30458
Fort Thomas,70.0,Liz Price,Corporate,0.04,1,2015-10-07,45825,Medium,43,0.37,Office Supplies,Small Box,Xerox 23,Paper,-64.45,South,6444,272.63,2015-10-07,Regular Air,5.14,Kentucky,6.48,41075
Elmhurst,70.0,Joy Bell,Home Office,0.02,1,2015-10-07,9509,Not Specified,32,0.38,Office Supplies,Small Box,Xerox 1891,Paper,707.15,Central,1301,1585.64,2015-10-07,Regular Air,5.81,Illinois,48.91,60126
Elmhurst,70.0,Joy Bell,Home Office,0.02,1,2015-10-07,9509,Not Specified,36,0.57,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,2825.15,Central,1299,12175.82,2015-10-08,Delivery Truck,58.95,Illinois,320.98,60126
Elmhurst,70.0,Joy Bell,Home Office,0.1,1,2015-10-07,9509,Not Specified,5,0.37,Office Supplies,Small Box,Xerox 1887,Paper,2.13,Central,1300,101.21,2015-10-08,Express Air,5.21,Illinois,18.97,60126
Denver,70.0,Fred Harton,Home Office,0.0,1,2015-10-07,42722,Not Specified,23,0.59,Office Supplies,Small Box,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone And Remote",Appliances,286.98,West,6030,1152.16,2015-10-08,Regular Air,4.5,Colorado,48.92,80219
Denver,70.0,Fred Harton,Home Office,0.07,1,2015-10-07,42722,Not Specified,2,0.56,Furniture,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,15.97,West,6031,19.9,2015-10-09,Regular Air,5.21,Colorado,7.38,80219
Hudson,70.0,Speros Goranitis,Corporate,0.1,1,2015-10-07,8677,High,38,0.55,Office Supplies,Small Box,"Trav-L-File Heavy-Duty Shuttle Ii, Black",Storage & Organization,-8.67,East,1186,1610.76,2015-10-09,Regular Air,16.36,New Hampshire,43.57,3051
Marietta,70.0,William Brown,Corporate,0.04,1,2015-10-07,58181,Not Specified,5,0.36,Office Supplies,Small Box,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),Paper,-22.04,South,8140,36.43,2015-10-09,Regular Air,7.15,Georgia,5.98,30062
Highlands Ranch,70.0,Art Foster,Home Office,0.01,1,2015-10-07,481,High,44,0.57,Technology,Small Box,636,Telephones And Communication,1426.257,West,79,4509.3775,2015-10-09,Regular Air,5.26,Colorado,115.99,80126
Goldsboro,70.0,Jonathan Doherty,Corporate,0.09,1,2015-10-08,33731,High,32,0.36,Office Supplies,Wrap Bag,"Oic Colored Binder Clips, Assorted Sizes",Rubber Bands,8.45,South,4743,109.01,2015-10-08,Regular Air,1.63,North Carolina,3.58,27534
Waterloo,70.0,Sanjit Chand,Home Office,0.08,1,2015-10-08,34241,Low,4,0.36,Office Supplies,Small Box,"Strathmore #10 Envelopes, Ultimate White",Envelopes,16.23,Central,4813,207.55,2015-10-08,Regular Air,2.5,Iowa,52.71,50701
Goldsboro,70.0,Jonathan Doherty,Corporate,0.02,1,2015-10-08,33731,High,27,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,1148.88,South,4742,8213.37,2015-10-09,Delivery Truck,69.55,North Carolina,284.98,27534
Greensboro,70.0,Jonathan Doherty,Corporate,0.05,1,2015-10-08,33731,High,12,0.59,Office Supplies,Small Box,X-Rack™ File For Hanging Folders,Storage & Organization,-23.99,South,4744,138.88,2015-10-10,Regular Air,5.03,North Carolina,11.29,27405
Tinley Park,70.0,Brad Eason,Small Business,0.06,1,2015-10-08,3232,Critical,5,0.35,Office Supplies,Small Box,Xtralife® Clearvue™ Slant-D® Ring Binders By Cardinal,Binders And Binder Accessories,-11.8335,Central,471,42.66,2015-10-10,Regular Air,4.71,Illinois,7.84,60477
Santa Clara,70.0,Bryan Spruell,Home Office,0.0,1,2015-10-09,43010,Critical,40,0.39,Office Supplies,Wrap Bag,"Adams Write N' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,74.83,West,6070,233.2,2015-10-09,Regular Air,1.46,California,5.68,95051
Aiken,70.0,Saphhira Shifley,Corporate,0.08,1,2015-10-09,28929,Medium,37,0.37,Office Supplies,Small Box,Xerox 217,Paper,-173.73,South,4060,230.97,2015-10-10,Regular Air,8.19,South Carolina,6.48,29801
Anderson,70.0,Saphhira Shifley,Corporate,0.09,1,2015-10-09,28929,Medium,46,0.35,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,-154.11,South,4061,723.17,2015-10-11,Regular Air,12.39,South Carolina,16.98,29624
Santa Clara,70.0,Bryan Spruell,Home Office,0.02,1,2015-10-09,43010,Critical,24,0.36,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" X 9"", 12/Pack",Paper,83.16,West,6071,245.53,2015-10-11,Regular Air,2.27,California,10.14,95051
Plainfield,70.0,Michael Paige,Small Business,0.1,1,2015-10-09,40994,High,42,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders And Binder Accessories,323.0765,East,5776,793.04,2015-10-11,Regular Air,1.49,Connecticut,20.98,6374
Louisville,70.0,Maribeth Yedwab,Home Office,0.1,1,2015-10-10,32356,Not Specified,12,0.4,Office Supplies,Small Box,Catalog Binders With Expanding Posts,Binders And Binder Accessories,60.3755,South,4549,768.41,2015-10-11,Regular Air,19.99,Kentucky,67.28,40214
Skokie,70.0,Doug Bickford,Corporate,0.1,1,2015-10-10,55366,Critical,7,0.68,Technology,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, Ps/2 Adapter, Platinum",Computer Peripherals,-204.65,Central,7730,387.17,2015-10-11,Regular Air,6.55,Illinois,55.94,60076
Louisville,70.0,Maribeth Yedwab,Home Office,0.08,1,2015-10-10,32356,Not Specified,47,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-503.77,South,4550,5238.192,2015-10-12,Delivery Truck,46.2,Kentucky,145.98,40214
Goldsboro,70.0,Jonathan Doherty,Corporate,0.03,1,2015-10-11,9473,Not Specified,34,0.37,Office Supplies,Small Box,Jm Magazine Binder,Binders And Binder Accessories,188.224,South,1291,563.82,2015-10-12,Regular Air,2.99,North Carolina,16.51,27534
Eagle,70.0,Tom Prescott,Small Business,0.05,1,2015-10-11,58722,Critical,45,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-699.72,West,8213,4042.96,2015-10-13,Delivery Truck,42.0,Idaho,89.99,83616
Goldsboro,70.0,Jonathan Doherty,Corporate,0.1,1,2015-10-11,9473,Not Specified,3,0.4,Office Supplies,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",Binders And Binder Accessories,-23.69,South,1290,31.95,2015-10-13,Regular Air,8.94,North Carolina,8.04,27534
Goldsboro,70.0,Jonathan Doherty,Corporate,0.04,1,2015-10-11,9473,Not Specified,31,0.59,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote With Lid, Black",Storage & Organization,-363.44,South,1292,502.44,2015-10-13,Regular Air,17.78,North Carolina,15.51,27534
Greensburg,70.0,Michael Dominguez,Home Office,0.1,1,2015-10-11,47686,Not Specified,48,0.55,Office Supplies,Wrap Bag,Newell 325,Pens & Art Supplies,3.32,East,6697,179.65,2015-10-13,Regular Air,1.23,Pennsylvania,4.13,15601
Mount Vernon,70.0,Tony Sayre,Home Office,0.06,1,2015-10-12,6500,Critical,20,0.46,Office Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,-16.15,West,903,38.29,2015-10-13,Regular Air,1.63,Washington,1.95,98273
Gorham,70.0,Sylvia Foulston,Corporate,0.05,1,2015-10-12,36390,High,3,0.59,Technology,Small Box,M70,Telephones And Communication,-541.332,East,5108,329.63,2015-10-14,Regular Air,8.99,Maine,125.99,4038
Mount Vernon,70.0,Tony Sayre,Home Office,0.1,1,2015-10-12,6500,Critical,15,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-141.02,West,902,448.07,2015-10-14,Regular Air,8.65,Washington,30.42,98273
Tulsa,70.0,Rose O'Brian,Home Office,0.03,1,2015-10-12,9765,Low,26,0.52,Furniture,Medium Box,Safco Folding Chair Trolley,Chairs & Chairmats,1019.7,Central,1338,3505.6,2015-10-19,Regular Air,12.65,Oklahoma,128.24,74133
Salem,70.0,Cassandra Brandow,Home Office,0.01,1,2015-10-13,48801,High,43,0.64,Furniture,Medium Box,Eldon Advantage® Foldable Chair Mats For Low Pile Carpets,Office Furnishings,527.13,West,6853,2387.61,2015-10-13,Regular Air,11.1,Oregon,54.2,97301
Durham,70.0,Dennis Pardue,Small Business,0.03,1,2015-10-13,44678,Low,36,0.49,Furniture,Small Box,"Computer Room Manger, 14""",Office Furnishings,389.4,South,6313,1152.63,2015-10-13,Regular Air,7.09,North Carolina,32.48,27707
Lincoln,70.0,Bill Donatelli,Small Business,0.05,1,2015-10-13,59683,Not Specified,37,0.38,Office Supplies,Small Box,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",Binders And Binder Accessories,-82.087,Central,8349,191.36,2015-10-14,Regular Air,4.97,Nebraska,4.91,68502
Durham,70.0,Dennis Pardue,Small Business,0.1,1,2015-10-13,44678,Low,4,0.83,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands By Revere,Rubber Bands,-5.53,South,6314,7.56,2015-10-15,Regular Air,0.76,North Carolina,1.89,27707
Moscow,70.0,John Murray,Small Business,0.02,1,2015-10-14,32165,Not Specified,38,0.85,Technology,Wrap Bag,Accessory4,Telephones And Communication,192.06,West,4522,2939.6825,2015-10-15,Regular Air,0.99,Idaho,85.99,83843
Jefferson City,70.0,Mary Zewe,Corporate,0.05,1,2015-10-14,25473,High,36,0.38,Technology,Jumbo Drum,"Hewlett-Packard Cp1700 [D, Ps] Series Color Inkjet Printers",Office Machines,7434.48,Central,3571,17304.85,2015-10-16,Delivery Truck,28.14,Mo,500.98,65109
Moscow,70.0,John Murray,Small Business,0.06,1,2015-10-14,32165,Not Specified,47,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,175.24,West,4521,3413.69,2015-10-16,Regular Air,14.52,Idaho,73.98,83843
Jefferson City,70.0,Mary Zewe,Corporate,0.08,1,2015-10-14,25473,High,20,0.36,Office Supplies,Small Box,Xerox 1893,Paper,67.61,Central,3572,794.32,2015-10-17,Regular Air,17.48,Mo,40.99,65109
Parkville,70.0,Barry Gonzalez,Consumer,0.07,1,2015-10-14,1447,High,40,0.59,Technology,Small Box,Sc-3160,Telephones And Communication,239.4,East,224,2135.9735,2015-10-17,Regular Air,8.99,Maryland,65.99,21234
Portland,70.0,Becky Pak,Corporate,0.09,1,2015-10-14,56069,Low,10,0.38,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,8.82,West,7842,55.66,2015-10-19,Regular Air,1.39,Oregon,5.68,97206
Cleveland,70.0,Arthur Prichep,Home Office,0.09,1,2015-10-15,21665,High,5,0.58,Technology,Small Box,Dpc 650 Piper,Telephones And Communication,-407.264,East,3012,474.793,2015-10-16,Express Air,2.5,Ohio,115.99,44105
Massillon,70.0,Matt Connell,Corporate,0.07,1,2015-10-15,25152,Critical,29,0.47,Office Supplies,Wrap Bag,Sanford Major Accent™ Highlighters,Pens & Art Supplies,16.4,East,3532,195.21,2015-10-17,Regular Air,2.35,Ohio,7.08,44646
Greenville,70.0,Kelly Andreada,Home Office,0.03,1,2015-10-15,15715,Critical,43,0.37,Office Supplies,Small Box,Xerox 1938,Paper,1013.77,South,2181,2123.64,2015-10-18,Regular Air,5.86,South Carolina,47.9,29611
Anaheim,70.0,Muhammed Lee,Corporate,0.08,1,2015-10-16,14630,Low,17,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,4.75,West,2050,363.54,2015-10-16,Regular Air,5.53,California,22.01,92804
Brooklyn,70.0,Clay Ludtke,Consumer,0.0,1,2015-10-16,36034,High,10,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-1.02,East,5054,19.36,2015-10-18,Regular Air,0.7,New York,1.76,11226
Sacramento,71.0,Jay Fine,Consumer,0.05,1,2015-10-16,56740,Low,6,0.37,Office Supplies,Small Box,"Wilson Jones 1"" Hanging Dubllock® Ring Binders",Binders And Binder Accessories,-6.8195,West,7941,34.29,2015-10-18,Regular Air,2.99,California,5.28,95823
Salinas,71.0,Jay Fine,Consumer,0.09,1,2015-10-16,56740,Low,29,0.83,Office Supplies,Medium Box,Martin Yale Chadless Opener Electric Letter Opener,"Scissors, Rulers And Trimmers",1094.74,West,7942,23516.31,2015-10-20,Regular Air,24.49,California,832.81,93905
Athens,70.0,Patrick Ryan,Corporate,0.03,1,2015-10-16,26084,Low,33,0.37,Office Supplies,Small Box,Xerox 1959,Paper,-107.0,South,3648,228.82,2015-10-21,Express Air,7.3,Georgia,6.68,30605
Shelby,71.0,Khloe Miller,Consumer,0.01,1,2015-10-16,56740,Critical,33,0.43,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,256.57,Central,7943,662.21,2015-10-23,Regular Air,3.62,Michigan,18.84,49455
Muskego,71.0,Phillip Breyer,Corporate,0.04,1,2015-10-17,35713,Medium,49,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders And Binder Accessories,590.0445,Central,5009,1355.47,2015-10-17,Regular Air,1.49,Wisconsin,28.53,53150
University City,71.0,Ivan Gibson,Corporate,0.08,1,2015-10-17,51940,High,11,0.75,Technology,Small Pack,"Imation 3.5"" Ds/Hd Ibm Formatted Diskettes, 10/Pack",Computer Peripherals,-55.94,Central,7278,65.5,2015-10-18,Regular Air,4.38,Mo,5.98,63130
Holbrook,71.0,Karen Ferguson,Home Office,0.05,1,2015-10-17,34182,Critical,31,0.52,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,-89.9,East,4808,336.34,2015-10-19,Regular Air,7.94,New York,10.52,11741
Ithaca,71.0,Liz Willingham,Corporate,0.0,1,2015-10-18,54721,Not Specified,19,0.6,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,151.09,East,7640,2002.4,2015-10-19,Delivery Truck,26.22,New York,100.98,14853
Muskogee,71.0,Pauline Chand,Corporate,0.06,1,2015-10-18,8231,Critical,5,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,-31.33,Central,1126,110.03,2015-10-19,Regular Air,10.49,Oklahoma,19.98,74403
Muskogee,71.0,Pauline Chand,Corporate,0.06,1,2015-10-18,8231,Critical,27,0.39,Office Supplies,Small Box,Avery 492,Labels,29.85,Central,1125,79.44,2015-10-20,Regular Air,0.5,Oklahoma,2.88,74403
Eugene,71.0,Tom Boeckenhauer,Corporate,0.07,1,2015-10-18,30401,Medium,39,0.36,Office Supplies,Small Box,Xerox 193,Paper,-57.37,West,4271,239.4,2015-10-20,Regular Air,5.15,Oregon,5.98,97405
Harrisonburg,71.0,Laurel Elliston,Home Office,0.06,1,2015-10-18,48643,Medium,6,0.36,Office Supplies,Small Box,Avery 474,Labels,0.13,South,6834,18.05,2015-10-20,Regular Air,0.99,Virginia,2.88,22801
Greenville,71.0,Jack O'Briant,Small Business,0.0,1,2015-10-18,50055,Medium,1,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders And Binder Accessories,-8.1995,South,7016,13.45,2015-10-20,Regular Air,7.78,Mississippi,5.4,38701
Greenville,71.0,Jack O'Briant,Small Business,0.09,1,2015-10-18,50055,Medium,11,0.37,Office Supplies,Small Box,Xerox 1986,Paper,-18.77,South,7017,75.79,2015-10-20,Regular Air,4.91,Mississippi,6.68,38701
La Quinta,71.0,Ivan Liston,Consumer,0.05,1,2015-10-18,33924,Not Specified,12,0.38,Technology,Jumbo Drum,"Hewlett-Packard Cp1700 [D, Ps] Series Color Inkjet Printers",Office Machines,1542.0,West,4779,6168.07,2015-10-20,Delivery Truck,28.14,California,500.98,92253
Hampton,71.0,Laurel Elliston,Home Office,0.06,1,2015-10-18,48643,Medium,14,0.4,Technology,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, Dtn] Series Printers",Office Machines,2636.01,South,6833,9171.71,2015-10-20,Delivery Truck,55.3,Virginia,808.49,23666
Harrisonburg,71.0,Laurel Elliston,Home Office,0.0,1,2015-10-18,48643,Medium,50,0.6,Technology,Small Box,Startac Analog,Telephones And Communication,583.497,South,6835,2896.358,2015-10-20,Regular Air,8.99,Virginia,65.99,22801
Pullman,71.0,Yoseph Carroll,Consumer,0.02,1,2015-10-18,12356,Critical,39,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-70.85,West,1722,243.05,2015-10-21,Regular Air,5.35,Washington,5.98,99163
Flower Mound,71.0,Erin Ashbrook,Consumer,0.06,1,2015-10-18,19782,Low,18,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,-0.85,Central,2742,33.21,2015-10-22,Regular Air,0.75,Texas,1.81,75028
Farragut,71.0,Anthony Witt,Corporate,0.05,1,2015-10-18,55296,Low,32,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,105.47,South,7714,317.06,2015-10-22,Regular Air,2.06,Tennessee,10.06,37922
Ithaca,71.0,Liz Willingham,Home Office,0.1,1,2015-10-18,50308,Low,19,0.36,Office Supplies,Small Box,Avery 508,Labels,33.58,East,7049,86.48,2015-10-25,Regular Air,0.5,New York,4.91,14853
Muskogee,71.0,Pauline Chand,Corporate,0.06,1,2015-10-19,19777,Not Specified,22,0.39,Office Supplies,Small Box,"Gbc Prepunched Paper, 19-Hole, For Binding Systems, 24-Lb",Binders And Binder Accessories,-24.955,Central,2739,321.91,2015-10-19,Regular Air,8.4,Oklahoma,15.01,74403
Moscow,71.0,John Murray,Small Business,0.09,1,2015-10-19,27750,Low,18,0.38,Technology,Jumbo Drum,Canon Pc940 Copier,Copiers And Fax,999.865,West,3888,7370.84,2015-10-19,Delivery Truck,49.0,Idaho,449.99,83843
Muskogee,71.0,Pauline Chand,Corporate,0.05,1,2015-10-19,19777,Not Specified,2,0.39,Office Supplies,Small Box,Gbc Recycled Regency Composition Covers,Binders And Binder Accessories,-61.8815,Central,2740,132.96,2015-10-21,Regular Air,10.29,Oklahoma,59.78,74403
Laredo,71.0,Duane Huffman,Small Business,0.08,1,2015-10-19,33477,High,28,0.37,Office Supplies,Small Box,Avery 503,Labels,113.63,Central,4697,269.28,2015-10-21,Regular Air,0.99,Texas,10.35,78041
